;Exp;Px;Sx;Py;Sy
1200;flat;44.252323967927644;0.4158556086385958;233.70086312755046;0.836190279816634
1201;flat;71.80203276113524;0.5550866450819534;67.25815703019323;0.34237548971492615
1202;flat;105.59442457853828;0.6369561209370647;188.8007770948158;0.2625511444444662
1203;flat;88.64580246166972;0.18270925025596121;188.8007770948158;0.2625511444444662
1204;flat;77.75915731514299;0.6362303767575987;261.1257857055822;0.5695897335406386
1205;flat;153.7116643096806;0.4998650518831262;76.62208402659641;0.6547143504446905
1206;flat;56.64501786694994;1.0350566900366838;342.83987929929356;0.49868205205065363
1207;flat;235.52579351181052;0.4020089880578608;71.69071617943128;0.7665807855111783
1208;flat;91.15877221871919;0.4363291968311284;19.91444911534047;0.5727041705952335
1209;flat;159.20637136279413;0.6735873206162857;18.669313413792977;0.5542310534675781
1210;flat;105.17888687707706;0.5122244115425456;262.90648820139523;0.7626753773792662
1211;flat;177.96211558025144;0.5316277589752001;18.669313413792977;0.5542310534675781
1212;flat;40.824250804336934;0.6721163644813279;76.62208402659641;0.6547143504446905
1213;flat;168.1745325450574;0.5479656473517092;67.25815703019323;0.34237548971492615
1214;flat;150.52232838831512;0.4697897962128476;262.90648820139523;0.7626753773792662
1215;flat;326.41311820680636;0.662926686780947;78.19251564313156;0.6242665408482772
1216;flat;38.899935051533774;0.4955844530357665;262.90648820139523;0.7626753773792662
1217;flat;159.7146477780729;0.4131641426557134;215.24224041906237;0.24431902094196226
1218;flat;40.824250804336934;0.6721163644813279;91.52683606819714;0.5077422516490183
1219;flat;71.80203276113524;0.5550866450819534;143.04651623980143;0.6377508226968834
1220;flat;123.92714844357796;0.6136610968559721;67.25815703019323;0.34237548971492615
1221;flat;56.64501786694994;1.0350566900366838;158.951150962471;0.6577775074876709
1222;flat;262.9282566687305;0.8290447136303983;21.99724940656046;0.6363173908331937
1223;flat;109.60803674690834;0.485614376354404;165.9541916839551;0.44125398180953174
1224;flat;158.40361130550713;0.5707001651662903;143.04651623980143;0.6377508226968834
1225;flat;123.74384272916052;0.4672734448371278;54.79668380599977;0.5243444144625201
1226;flat;138.7805699582698;0.5591391200129748;91.52683606819714;0.5077422516490183
1227;flat;38.899935051533774;0.4955844530357665;13.458233537102288;1.212618055699661
1228;flat;96.340454160156;0.776316589902296;233.70086312755046;0.836190279816634
1229;flat;40.824250804336934;0.6721163644813279;124.46740959795906;0.3833616704968144
1230;flat;123.74384272916052;0.4672734448371278;35.164666299460876;0.5120319731989772
1231;flat;38.899935051533774;0.4955844530357665;215.24224041906237;0.24431902094196226
1232;flat;177.96211558025144;0.5316277589752001;67.77544355733546;0.5232210567594481
1233;flat;22.995783319910903;0.3149092162023207;66.98582459245178;0.523026153825877
1234;flat;40.824250804336934;0.6721163644813279;238.76917947988366;0.5243390385874535
1235;flat;364.3637464128944;0.6874247327507693;54.79668380599977;0.5243444144625201
1236;flat;159.4202784613833;0.6219755084858485;7.17986560810147;0.4963416829711577
1237;flat;153.7116643096806;0.4998650518831262;39.286847333583246;0.44890172572915293
1238;flat;105.59442457853828;0.6369561209370647;65.2391474736979;0.6372191171696587
1239;flat;364.3637464128944;0.6874247327507693;86.39103656161382;0.5413302345468203
1240;flat;153.7116643096806;0.4998650518831262;66.98582459245178;0.523026153825877
1241;flat;123.6821373233652;0.3564746662554224;67.25815703019323;0.34237548971492615
1242;flat;4.834703008080001;1.0850386145954993;78.19251564313156;0.6242665408482772
1243;flat;114.89907199022342;0.5079014960832805;152.42751207551925;0.6255699804554978
1244;flat;109.60803674690834;0.485614376354404;35.164666299460876;0.5120319731989772
1245;flat;123.74384272916052;0.4672734448371278;148.63278605498618;0.824318230919269
1246;flat;262.9282566687305;0.8290447136303983;54.79668380599977;0.5243444144625201
1247;flat;177.96211558025144;0.5316277589752001;78.19251564313156;0.6242665408482772
1248;flat;106.04524520974142;0.44611379999515216;100.24445913273925;0.5444833143025181
1249;flat;87.11511786737378;0.4904484434340333;91.52683606819714;0.5077422516490183
1250;flat;96.340454160156;0.776316589902296;62.48762140705408;0.3222142769184078
1251;flat;295.6631124270616;0.7506176628199697;134.4104098821544;0.6929810058247438
1252;flat;88.64580246166972;0.18270925025596121;38.379968347618465;0.510006029268845
1253;flat;295.8005948351363;0.4167618355446378;41.92608759135828;0.3822044975045666
1254;flat;0.322459596021433;0.9115172771572427;261.1257857055822;0.5695897335406386
1255;flat;159.7146477780729;0.4131641426557134;261.1257857055822;0.5695897335406386
1256;flat;56.64501786694994;1.0350566900366838;78.19251564313156;0.6242665408482772
1257;flat;123.74384272916052;0.4672734448371278;86.39103656161382;0.5413302345468203
1258;flat;200.58843025109522;0.6465890902921221;152.42751207551925;0.6255699804554978
1259;flat;123.92714844357796;0.6136610968559721;97.3949288047449;0.560924542608424
1260;flat;295.6631124270616;0.7506176628199697;100.24445913273925;0.5444833143025181
1261;flat;416.0326510648933;0.49878656342368893;35.164666299460876;0.5120319731989772
1262;flat;159.7146477780729;0.4131641426557134;78.19251564313156;0.6242665408482772
