;Exp;Px;Sx;Py;Sy
900;sin160;99.43423559030279;0.5131084537899105;87.063679438174;0.5398948622902756
901;sin160;96.04901168240954;0.4103936223975356;87.063679438174;0.5398948622902756
902;sin160;77.70425850418535;0.36656268329432035;181.80177189953574;0.2764800013916861
903;sin160;147.8264327664932;0.6531764745981147;12.9836155255798;0.8224002455767748
904;sin160;52.534427530485836;0.5992389044234046;21.03856868588169;0.355923631795893
905;sin160;357.0897929666996;0.7245927203266707;95.05050343550501;0.15965057583138337
906;sin160;131.7293452667095;0.5537908944584579;27.68674261265493;0.5002066293511155
907;sin160;111.69272792319056;0.5758888240561504;104.48402803196228;0.70368212970026
908;sin160;25.50980183816344;0.7182310871488806;342.68346144748506;0.8606848422892507
909;sin160;50.59830585065295;0.6082756002278488;55.177998779434475;0.4573688545810634
910;sin160;64.07872370673485;0.42383529118326474;53.706766977257494;0.5847925232954841
911;sin160;159.8587094048032;0.2625934791215004;224.20314109715235;0.49168498021785784
912;sin160;111.69272792319056;0.5758888240561504;183.00589015587278;0.7200808154229481
913;sin160;111.69272792319056;0.5758888240561504;112.79943326997056;0.3513450150223687
914;sin160;97.68282578553001;0.4676773231433129;32.82397476658843;0.547416977068473
915;sin160;64.07872370673485;0.42383529118326474;87.063679438174;0.5398948622902756
916;sin160;77.70425850418535;0.36656268329432035;216.708846555302;0.3566058899294289
917;sin160;25.50980183816344;0.7182310871488806;21.03856868588169;0.355923631795893
918;sin160;66.25069913256888;0.4676624326705816;181.80177189953574;0.2764800013916861
919;sin160;78.59872445409142;0.7233554310620184;240.62516489647655;0.6040941269130377
920;sin160;111.69272792319056;0.5758888240561504;6.532314241970099;0.5379414223340605
921;sin160;78.59872445409142;0.7233554310620184;187.87174181085172;0.7089300983718214
922;sin160;186.15616427384617;0.40457719601495273;55.177998779434475;0.4573688545810634
923;sin160;170.87846722361584;0.7753971981789066;12.9836155255798;0.8224002455767748
924;sin160;52.534427530485836;0.5992389044234046;176.81126950363824;0.5341246524995553
925;sin160;98.48340665598342;0.6457825866942483;459.169526426583;0.7030493905656074
926;sin160;49.75326300979186;0.41285677933586984;55.177998779434475;0.4573688545810634
927;sin160;52.534427530485836;0.5992389044234046;491.28914274322375;0.7228728676916517
928;sin160;357.0897929666996;0.7245927203266707;32.82397476658843;0.547416977068473
929;sin160;251.4777544189666;0.34111476025578075;27.68674261265493;0.5002066293511155
930;sin160;180.025054381321;0.45878403843692933;87.063679438174;0.5398948622902756
